,id,text,quote,user,ranges,article
10,00745a58-a463-4a5a-ba0a-055ab6255ca9,EXPL,"Madden NFL is a long-running franchise of American football titles, made by Electronic Arts and licensed by the NFL to include real teams. The game has been produced in some form for three decades, and EA Sports releases a new edition each year with updated rosters and new features.",12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 426, 'startOffset': 142}",f4c61e68-a303-4bb6-a457-63a09c000859
11,0079b789-c624-4a09-9038-afbe7aa7a60a,EXPL,"Keeping shark numbers healthy supports ecosystem health and this, in turn, can bring in millions in tourism dollars because people prefer to visit healthy reefs.",12,"{'end': '/div[2]/p[15]', 'start': '/div[2]/p[15]', 'endOffset': 311, 'startOffset': 150}",3c04d3b5-7100-4b1b-8e36-8d71f64f1110
12,008015f5-f132-4d43-9869-5c8840b54679,EXPL,"One of the most puzzling questions in breast cancer research is why some tumors stay put, while rogue cells from others break free and spread to surrounding tissues, the first step toward creating a more lethal disease. Although researchers have found some signs in mutated genes or telltale proteins on the cell’s surface, those discoveries don’t tell the whole story.",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 369, 'startOffset': 0}",50579b12-8ac7-42f5-829c-8f94c2d8e5b4
13,00927c81-dd25-4bf7-a07c-6d6ba3dc7773,EXPL,"However, while Sparrow and Kessler dated methane found in modern-day seawater, Petrenko radiocarbon dated methane from the ancient atmosphere that was preserved in the ice of Arctic glaciers.",12,"{'end': '/div[2]/p[13]', 'start': '/div[2]/p[13]', 'endOffset': 436, 'startOffset': 245}",a198b2f1-17e0-4e7a-b289-42fe68a58d69
14,009cd4ce-e668-42aa-b600-6d82cdff0d2a,EXPL,"Some believe heavy rainfall may have caused irregular compaction of the dirt track layers, increasing the risk of fractures when horses' hooves penetrate the ground at high speeds. ""Dirt tracks are particularly dangerous because they can seem fine on the surface but hide the compaction deep below,"" says Nathalie Crevier-Denoix of the French National Institute of Agricultural Research and the National Veterinary School in Alfort, near Paris. But a battery of tests by U.S. experts has failed to show anything unusual.",12,"{'end': '/div[2]/p[4]', 'start': '/div[2]/p[4]', 'endOffset': 699, 'startOffset': 179}",27ec9d88-c37f-494f-818a-48b7a7a81074
15,00a26a23-d555-48c7-a5b1-5304b3762e2c,STORY,"In 2006, the University of Alabama at Birmingham removed a painting that depicted Sims as one of the “Medical Giants of Alabama.” In February, the Medical University of South Carolina quietly renamed the endowed chair honoring J. Marion Sims—the one announced by Hester after the publication of The Horrors of the Half-Known. The minutes of the board of trustees meeting where it happened did not even mention Sims’s name—just the new name of the endowed chair.",12,"{'end': '/div[2]/p[14]', 'start': '/div[2]/p[14]', 'endOffset': 523, 'startOffset': 61}",0c70af49-2d4e-430d-8e85-c49add5d3593
16,00aad802-0269-457a-8916-f85ba4cf2af7,LEAD,Book recommendations from Scientific American,12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[1]', 'endOffset': 0, 'startOffset': 0}",f7b197f8-1219-4a91-8ed5-01256ed72622
17,00b1840b-3e74-4a6a-b3d2-6d8f2aeda639,MAIN,"These Arctic mammals need a lot more calories than scientists previously estimated — but with sea ice melting under their feet, the bears often struggle to get enough to eat.",9,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 325, 'startOffset': 151}",19a9612d-249a-4a34-8c98-f54a47d18ef9
18,00b67b4e-931e-4226-998a-696adea48c66,EXPL,"“But in the world of medicine, there is no Facebook.” Using blockchain to secure and share decentralized medical information “could be a model of data-identity control"" generally, he adds.",9,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 396, 'startOffset': 208}",12a74040-a10b-4354-a277-2baac60a8d38
19,00b6b8da-52bb-4241-9a21-8ee8d1b03d4d,LEAD,Mouse and human skin cells can be reprogrammed to hunt down tumors and deliver anticancer therapies.,12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[1]', 'endOffset': 0, 'startOffset': 0}",fcd7a1d0-f3ff-457b-a7d1-158e0947fadf
20,00bc1ac7-9afa-4e76-8384-8e8549378918,EXPL,"There might even be a case for solar geoengineering — cooling the planet by, for instance, seeding reflective particles in the stratosphere to act as a sunshade.",9,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 700, 'startOffset': 539}",0493d38f-8941-43ca-b276-ed8dadd0a09f
21,00c3c6a9-db1a-4199-920f-c0da8224e8aa,PERSONAL,"Kissler said that none of the protective genes he and Yi identified were obvious choices, so they are investigating the mechanisms of how these genes are involved in autoimmunity. Kissler and Yi are also collaborating with the Melton lab to test the genetic modifications in a human cell experimental system.",12,"{'end': '/div[2]/p[28]', 'start': '/div[2]/p[28]', 'endOffset': 308, 'startOffset': 0}",336663ab-e6bb-4946-9e36-3e1c56f4c582
22,00c3d1b0-4877-40d3-8ceb-284da5527abd,PERSONAL,"“It's kind of mind-boggling that we're actually at a point where we can begin to do this,” says co-author Andrew Benson from the Carnegie Observatories in California.",9,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 987, 'startOffset': 821}",3d5e6b47-644b-4086-aa03-f170b6b3223a
23,00ccbb7f-a023-463d-b9bf-7d722b08988c,STORY,"For Lee, the nutshells were more than just objects for display. They were part of a campaign to bring rigor to forensic science—a campaign, ultimately, for justice. She funded the Department of Legal Medicine at Harvard Medical School, with her friend George Burgess Magrath as its first professor. And she hosted seminars using the nutshells to teach police how to examine crime scenes.",12,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 387, 'startOffset': 0}",24bccea3-3256-462b-b4dd-1367cac25e4f
24,00d21743-978f-4bad-bcb0-5931b437cd01,IMPACT,"The simple cell rewiring we’ve done ultimately could help overcome immunosuppression at the tumor site, one of the most intransigent barriers to making progress in this field",6,"{'end': '/div[2]/p[10]', 'start': '/div[2]/p[10]', 'endOffset': 324, 'startOffset': 150}",2f257be3-3ded-4741-9366-f2dc5712e0f8
25,00d42e44-4206-4c6a-956e-976b07e21e76,IMPACT,'What we have lacked until now is a way to assess whether or not conservation efforts are effective.',9,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 101, 'startOffset': 0}",028a8eaf-9a3b-4b87-ae7d-dc13c7ad8424
26,00d4bc67-173c-4ff8-adb9-f6f1fa2d8d4d,EXPL,"While hydroxyapatite has been proven to induce bone regeneration, it is also notoriously tricky to work with. Clinical products that use hydroxyapatite or other calcium phosphate ceramics are hard and brittle. To compensate for that, previous researchers created structures composed mostly of polymers, but this shields the activity of the bioceramic. Shah’s bone biomaterial, however, is 90 percent by weight hydroxyapatite and just 10 percent by weight polymer, and it still maintains its elasticity because of the way its structure is designed and printed. The high concentration of hydroxyapatite creates an environment that induces rapid bone regeneration.",12,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 661, 'startOffset': 0}",3551b0e6-9f1d-49de-a129-6629d4fc7535
27,00d89889-42f6-41f9-831f-2f314f0630b9,LEAD,"Tech companies are struggling to face a culture their platforms helped create, as trolls post racist, vile content in a way that camouflages dangerous people.",9,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 158, 'startOffset': 0}",fafbea8f-32e5-40aa-bea9-71f17495f5ff
28,00dcdd72-39ed-4adb-abc0-2f7d3ae4f448,EXPL,"To accomplish this goal, the team organized workshops, question and answer sessions, and a tour of the structures to show parents, school staff, and community members exactly how the system worked. They showed the instructional video and left community members with a reference manual on how to monitor the system.",9,"{'end': '/div[2]/p[20]', 'start': '/div[2]/p[20]', 'endOffset': 314, 'startOffset': 0}",1238e173-eedd-417b-a88c-2e9cf02c9cb6
29,00f82cf3-5c3d-4474-872e-47b9c5805ac7,IMPACT,Achieving this ambitious goal will draw on Stanford’s expertise in engineering novel solutions and experience translating research into new therapies to be tested in humans,6,"{'end': '/div[2]/p[22]', 'start': '/div[2]/p[22]', 'endOffset': 442, 'startOffset': 270}",476fa27a-76ae-4e06-923f-6789df9d5d4f
30,0103b481-5d0d-49df-b2ab-143b19abcf9b,MAIN,"Catching enough to eat isn’t the only challenge polar bears face. As rising temperatures thin the sea ice, wind and currents make it drift faster on the ocean surface.",9,"{'end': '/div[2]/p[12]', 'start': '/div[2]/p[12]', 'endOffset': 168, 'startOffset': 0}",19a9612d-249a-4a34-8c98-f54a47d18ef9
31,0106538a-c940-4f36-99df-1a361a55604d,STORY,"Bennett had started his English literature PhD on eighteenth-century travel writing and its relationship to popular fiction at the University of Glamorgan in Pontypridd, UK, in 2008. But through a combination of funding issues, starting a family, following his supervisor’s move to the University of Sheffield, UK, and beginning a full-time job, Bennett did not complete his thesis until the end of August 2018. Submitting a day late could have resulted in a fail. “I was in a panic, thinking I’d now have go to an appeal at which it was going to be a ‘dog ate my homework scenario’, which is really not appropriate at PhD level,” says Bennett.",12,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 644, 'startOffset': 0}",44d3793c-8f01-4cc5-adfc-851d7f1bcef0
32,011e1a71-99ed-4a16-8e20-8745b760b1a4,EXPL,"Researchers in Toronto, Canada, will search for microplastics that could have arrived by water, by wind on airborne fibres, or even with insects that had ingested them.",9,"{'end': '/div[2]/p[20]', 'start': '/div[2]/p[20]', 'endOffset': 731, 'startOffset': 563}",43bed524-db36-40bd-b4f6-b42761a6fb46
33,01200959-b2e9-4199-afca-b4cca37d1c31,MAIN,"Researchers found that both middle-aged and older couples, regardless of their satisfaction with their relationship, experienced increases in overall positive emotional behaviors with age, while experiencing a decrease in overall negative emotional behaviors.",12,"{'end': '/div[2]/p[10]', 'start': '/div[2]/p[10]', 'endOffset': 259, 'startOffset': 0}",058e6dfe-d74b-4d41-acef-8b565c9aad9e
34,01217e10-8b3b-4a41-b9d0-18a0643c8da9,MAIN,"In the long term, however, climate change and other factors like rising population density and urbanization are expected to become major influences on the number of people exposed to mosquito-borne diseases.",9,"{'end': '/div[2]/p[11]', 'start': '/div[2]/p[11]', 'endOffset': 207, 'startOffset': 0}",277f9fb4-3c04-4089-aa65-f9998542f960
35,01222233-f8f0-432b-8bc0-7ca1c7b80b72,MAIN,"But consider the timing: On average, each turn lasts for around 2 seconds, and the typical gap between them is just 200 milliseconds—barely enough time to utter a syllable.",9,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 371, 'startOffset': 199}",26abb906-d456-4b57-a16e-5554b9c075f5
36,012b5ec5-3af5-4a1c-85a5-373bd1e2ff48,PERSONAL,Quantum matter researcher Rob Moore discusses how novel materials harnessing the quantum properties of atoms and electrons will define the next generation of technology,9,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 168, 'startOffset': 0}",03f31fb3-b800-4bd8-a8d5-472a4e9eb2a7
37,012cd2dc-d8c6-4aae-ac65-ff5389728054,IMPACT,"According to Dr. Golberg, the new study could revolutionize the world's efforts to clean the oceans, without affecting arable land and without using fresh water. ""Plastic from fossil sources is one of the most polluting factors in the oceans,"" he says. ""We have proved it is possible to produce bioplastic completely based on marine resources in a process that is friendly both to the environment and to its residents.",12,"{'end': '/div[2]/p[9]', 'start': '/div[2]/p[9]', 'endOffset': 418, 'startOffset': 0}",2c99c6de-7732-456f-b0ad-8219a3292cd1
38,0142ad5d-07d4-4552-8216-839a364b153b,IMPACT,"“Our aspiration is to make accurate seasonal predictions of agricultural productivity for every corner of sub-Saharan Africa,” Burke said. “Our hope is that this approach we’ve developed using satellites could allow a huge leap in in our ability to understand and improve agricultural productivity in poor parts of the world.”",12,"{'end': '/div[2]/p[15]', 'start': '/div[2]/p[15]', 'endOffset': 426, 'startOffset': 100}",11f6d55d-3049-4c3b-9022-c21598f4e3ad
39,0145ee04-4c19-47dc-932b-e66f6a276aa6,ANALOGY,It’s possible that these herpes viruses are mere hitchhikers that are more likely to infect brains that are already deteriorating.,12,"{'end': '/div[2]/p[9]', 'start': '/div[2]/p[9]', 'endOffset': 131, 'startOffset': 0}",cec343fd-1252-4456-b233-a5ed6ff39be6
40,01468005-0dbb-455f-8c8c-a753369fa195,IMPACT,"""Considering there is no effective screening tool for ovarian cancer and that African-American patients have poor survival rates with this disease, prevention through lifestyle or dietary modifications is critical.""",12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 919, 'startOffset': 704}",cbb70ff0-3008-4ddf-bfbd-bbe60712c76a
41,015197ae-37da-4e4f-991f-bd375c917289,STORY,"The inspiration to create 3ML came from Vianello’s own work with the Fermi gamma-ray space telescope. Fermi has two main instruments, the Gamma-Ray Burst Monitor and the Large Area Telescope (LAT), which is led by Michelson, professor and chair of physics at Stanford. Even though these instruments exist on the same telescope, bringing their data together meant lengthy and cumbersome operations that often sacrificed some of the sensitivity of the LAT.",9,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 454, 'startOffset': 0}",2c0524f5-17f9-4955-9977-aedc03882ada
42,0155cbd6-6159-4473-b5cd-7a084ff5a45d,EXPL,"A pregnant woman’s immune system does not attack the fetus, even though half of the fetus’s genes come from the father and are foreign to her. The fetus survives because it expresses protective molecules. Cancer cells survive for a similar reason. They express molecules that allow them to evade detection by the immune system.",9,"{'end': '/div[2]/p[13]', 'start': '/div[2]/p[13]', 'endOffset': 526, 'startOffset': 199}",336663ab-e6bb-4946-9e36-3e1c56f4c582
43,015a53dc-6d4b-47c7-a4d2-f556d43d6c90,LEAD,Anonymized data sets are growing and it is becoming easier to identify individuals. Research-consent procedures must be updated to protect people from being targeted.,9,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 166, 'startOffset': 0}",87c8f4f2-b7eb-49ea-a88a-5ffaaadb4460
44,015d1e81-edbd-4bee-8b4b-3fa8f40e4aea,IMPACT,"""A better understanding of how inflammation affects stem cells and other components of tissue will revolutionize our understanding of many diseases, including cancer, and likely lead to novel therapies,"" Naik says.",12,"{'end': '/div[2]/p[17]', 'start': '/div[2]/p[17]', 'endOffset': 214, 'startOffset': 0}",2faf47ba-ea25-40f7-a936-fca47b6f3888
45,01636761-35a7-4530-802f-fdc3dde76bad,LEAD,Scientists from MIPT and other research institutes and universities have discovered unusual phenomena occurring in a single cerium hexaboride (CeB6) crystal.,12,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 158, 'startOffset': 0}",2a2cc2fb-bacb-4a4b-b77d-bc48ac52dbe6
46,0163bfcb-2900-4c2f-be89-86108ca075c9,IMPACT,"Tang is also credited with a number of key innovations leading to the commercialization of the new technology, including the development of robust luminescent materials, novel color pixelation methods, fabrication processes for the manufacture of OLED displays, and the adaptation of technology for high-definition OLED displays.",9,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 562, 'startOffset': 233}",0cb51cd3-eb49-4262-a31f-93b768aa03ab
47,01655211-56c8-4df0-8a53-1b45e2842169,IMPACT,"As a result, understanding the triggers and dynamics of submarine landslides can help clarify threats to deep-water energy pipelines and undersea communication cables. Studying submerged landslides can even shed light on the past climate of Mars, where deposits from landslides analogous to those on Earth can hold clues about the presence of ice or water.",9,"{'end': '/div[2]/p[18]', 'start': '/div[2]/p[18]', 'endOffset': 532, 'startOffset': 176}",3fb3b027-c823-4713-9bcd-3e7f83ea4a01
48,017cf482-8d95-49cd-a4cc-d4538c2b4d5a,EXPL,"The most widely discussed strategy for removing carbon dioxide from the atmosphere involves growing plants, which absorb CO2, as a first step. Those plants can then be processed to produce energy, and any resulting CO2 emissions from that energy production would be captured and stored underground.",12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 298, 'startOffset': 0}",309a0af9-e2f5-4d90-81d6-9971df9cd2d9
49,01856710-7785-4fd0-9388-ef602fe29ed3,LEAD,"Tips to avoid being poisoned, intentionally or otherwise",12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[1]', 'endOffset': 0, 'startOffset': 0}",4c0837bf-9690-4c59-8cc7-cf49c774512c
50,018c212b-7339-4212-9d3f-7ebbe3d256f8,MAIN,"In a 7 December paper2 in the Journal of Neuroscience, Wang and his colleagues described the results from an electrical stimulation study in marmosets that were free to interact with each other as they normally would. The team showed for the first time that electrical stimulation — such as that provided by a cochlear implant — does not activate the auditory portions of the brain in the same way that sound does.",12,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 414, 'startOffset': 0}",0fd93acd-e271-44db-9b35-e182ea45cee0
51,019d6914-1b34-4d9e-88b0-4d1d5a8a3da7,STORY,Others also find ways to get by without buying anything.,12,"{'end': '/div[2]/p[32]', 'start': '/div[2]/p[32]', 'endOffset': 56, 'startOffset': 0}",06cd6965-b940-46c8-a5b5-9eb91685425b
52,019df11b-aaf3-473f-b374-d4f1b1ec6e7f,EXPL,"""Stress hormones are released when you get anxious or are in a stressful circumstance,"" said Spear. ""The classic stress hormone is cortisol in humans; it's corticosterone in rats. When you expose the animals to a stressor, the first time they show a large hormone stress response. However, this hormonal response normally adapts over time, such that less hormone is released following repeated exposure to a relatively mild stressor. And that's important, because cortisol or corticosterone helps you respond to an emergency. But it's bad to have elevated levels in the long term, because sustained elevations in these levels of these hormones have adverse effects on a lot of body systems. So cortisol is needed for emergencies, but you don't want it elevated all the time. And what we found is that following adolescent alcohol exposure, adults don't show that hormonal stress adaptation. They don't adapt to the chronic stressor, which suggests that they may be more vulnerable later to chronic stress.""",9,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 1006, 'startOffset': 0}",030bacc0-036a-44d8-8c32-8aad45732fcf
53,01a30ff3-c38c-4242-894a-6c94a9a76c1b,MAIN,The Tehuantepec gap has received far less attention.,12,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 52, 'startOffset': 0}",32866013-e02d-4427-9818-fdca85c22407
54,01b8798a-2ef4-4283-9806-559c5b80da6e,EXPL,"Realizing they might be onto something, the team set aside their coffee and began investigating further. They added caffeine to the perovskite layer of forty solar cells and used infrared spectroscopy (which uses infrared radiation to identify chemical compounds) to determine that the caffeine had successfully bonded with the material.",12,"{'end': '/div[2]/p[4]', 'start': '/div[2]/p[4]', 'endOffset': 337, 'startOffset': 0}",43eb5c19-e1cb-4a27-95ad-a35cd26b91a6
55,01bf5249-fdc6-464b-9686-da3419c7aa23,MAIN,The authors found that high levels of COL17A1 in mice promote stem-cell maintenance by stimulating basal-cell divisions on a plane parallel to that of the basement membrane.,12,"{'end': '/div[2]/p[10]', 'start': '/div[2]/p[10]', 'endOffset': 173, 'startOffset': 0}",f6e49245-4229-4db0-b026-35d4af4c1111
56,01db7896-5787-4f1d-b0ec-036f17f18160,EXPL,"Cui explained that for a 3-D topological insulator, conduction appears at its surfaces; for a 2-D sheet-like material, such conducting features are simply at the edges of the sheet.",9,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 181, 'startOffset': 0}",3b2c5c9b-0929-442f-a89f-d35bc3d3e359
57,01dd63d9-e20d-43b6-8045-c68c5a54a66e,MAIN,"Even without the violence, game culture has become associated, both fairly and unfairly, with social isolation and disconnection.",12,"{'end': '/div[2]/p[13]', 'start': '/div[2]/p[13]', 'endOffset': 130, 'startOffset': 0}",f4c61e68-a303-4bb6-a457-63a09c000859
58,01dde31a-d97c-4523-bdb2-933b60b2d837,EXPL,"Instead Paul Hertz, director of NASA's astrophysics division, says the agency is “in a ‘don't preclude a starshade’ mode.” So far not precluding a starshade closely resembles a concerted effort to build one: when NASA first announced the formal start of WFIRST, it also confirmed that the telescope would be launched into an orbit 1.5 million kilometers from Earth, where conditions are tranquil enough for a starshade to function. In addition, the agency recently formed the StarShade Readiness Working Group and officially designated the starshade as a “technology development activity”—moves that could accelerate the agency's progress.",12,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 981, 'startOffset': 342}",49e35a1b-a1d1-41b4-86d2-1c1dc819581a
59,01e3d0e3-6882-41a0-822f-de49e717f6fd,EXPL,"The researchers found that for trips of 100 kilometers (62 miles), a fully loaded VTOL carrying a pilot and three passengers had lower greenhouse gas emissions than ground-based cars with an average vehicle occupancy of 1.54. Emissions tied to the VTOL were 52 percent lower than gasoline vehicles and 6 percent lower than battery-electric vehicles.",12,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 349, 'startOffset': 0}",6247c917-c8c2-4162-8bc4-c33754724f8b
60,01f1032c-5d41-4a06-bca6-fb559bf09502,LEAD,Scientists say coral reefs on a tiny island in the South Pacific have shown incredible resilience and recovery from a recent but very severe disturbance: a volcanic eruption that created a new island.,12,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 200, 'startOffset': 0}",47c5b9d9-3d43-4944-83db-1944a1bf2d0e
61,01f8622a-4c65-4332-8897-62bbd9d18646,MAIN,"For the most part they are, but with two important exceptions, according to research by investigators at Harvard Medical School and Stanford University published today in the Journal of the American Medical Association (JAMA) and thought to be one of the most comprehensive analyses on the subject to date.",9,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 306, 'startOffset': 0}",2b9399d6-ff35-4e1b-bcde-17a5bd19a3e8
62,01fb43f6-bfd7-497b-a81a-e729be6d2a2c,STORY,"On the second day in Big Sky, a Japanese researcher named Osamu Nureki got up to play a short movie clip. “I was sitting in the front, and I just heard this gasp from everyone behind me,” says Sam Sternberg, who worked in the CRISPR pioneer Jennifer Doudna’s lab at the University of California, Berkeley. It was, he says, the biggest reaction to data he’s ever seen at a conference.",9,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 383, 'startOffset': 0}",3c3dba36-dba7-42d1-8aeb-fe8fc84387cd
63,0202a180-bc6b-4a7c-a0be-082671617070,MAIN,The CLAS Collaboration2 reports evidence that these interactions alter the internal structure of the nucleons inside the nucleus.,9,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 491, 'startOffset': 362}",09df6f8b-0587-4fef-a39d-dce60f660351
64,0209497c-9e7f-4369-a83f-7f9d5014876d,ANALOGY,Tropical coral reefs contain most of the ocean’s biodiversity: They are the so-called rainforests of the ocean.,12,"{'end': '/div[2]/p[16]', 'start': '/div[2]/p[16]', 'endOffset': 209, 'startOffset': 97}",7b0217b4-a535-402e-8e47-579752dc784c
65,0209ffaa-def8-46bd-ab59-b65da62061ea,EXPL,"In the study, people who owned forest in 60 villages in western Uganda were given cash rewards if they kept their forest intact and refrained from deforesting it. Forest owners in another 61 villages in western Uganda received no monetary incentives.",9,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 250, 'startOffset': 0}",bf39a9af-98ef-4a3c-9a1a-56fe490583a3
66,0211cc32-720c-4e9a-bebd-14b2d31613d3,MAIN,"Their discussion led to a full analysis of the sound frequencies and, consequently, an in-depth understanding of what causes the noises.",9,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 364, 'startOffset': 228}",1a230b19-9d36-447c-8bf1-2bb442e54e62
